date_ymd,hotel_id,impression_count,click_count,booking_count,avg_cpc,avg_clicked_price,avg_length_of_stay,avg_time_to_travel
20190803,2317546,99,4,0,0.18,35.07,5.25,11.0
20190808,7939,4975,214,1,1.28,133.7,2.12,26.21
20190804,7939,5349,194,6,1.2,130.51,1.83,31.24
20190806,7939,5766,138,1,1.18,138.95,2.05,24.71
20190809,7939,3261,160,1,1.35,149.33,1.64,26.27
20190802,7939,8685,164,8,1.1,143.32,1.84,25.81
20190805,7939,5910,127,1,1.23,134.17,1.96,27.15
20190801,7939,5883,145,1,1.18,137.45,1.82,20.06
20190803,7939,6351,178,2,1.16,145.76,1.68,23.9
20190807,7939,5860,175,3,1.22,138.08,1.94,30.35
20190810,7939,5238,136,0,1.33,131.73,1.74,24.51
20190807,5753416,10,1,0,0.14,201.03,5.0,72.0
20190805,5753416,24,1,0,0.16,95.58,1.0,4.0
20190806,5753416,9,1,0,0.16,95.36,1.0,3.0
20190808,5753416,8,1,0,0.16,89.01,1.0,1.0
20190801,358381,139,5,0,0.61,111.16,1.0,1.4
20190806,358381,365,5,0,0.59,128.47,1.6,1.6
20190802,358381,57,1,0,0.6,86.99,3.0,132.0
20190810,358381,227,3,0,0.6,109.82,3.33,43.33
20190807,358381,104,1,0,0.6,173.88,4.0,36.0
20190805,358381,443,10,0,0.64,125.6,1.4,11.3
20190809,358381,269,4,0,0.6,109.86,1.25,32.25
20190803,358381,72,1,0,0.6,112.35,1.0,0.0
20190808,358381,247,2,0,0.6,115.95,1.5,45.5
20190810,443191,387,5,1,1.28,116.53,2.8,27.4
20190809,443191,1095,22,1,1.06,162.53,4.36,73.82
20190807,443191,1988,18,0,1.18,149.62,4.17,37.06
20190803,443191,1239,37,1,1.26,134.71,3.41,75.51
20190802,443191,2621,29,1,1.16,134.55,3.28,44.31
20190806,443191,1728,22,0,1.13,124.34,4.91,52.73
20190805,443191,1824,32,1,1.23,129.05,3.66,52.38
20190801,443191,2175,29,2,1.12,123.54,2.28,46.62
20190804,443191,1419,31,1,1.19,119.73,3.48,51.13
20190808,443191,1354,10,1,0.99,142.76,2.7,57.4
20190803,5610274,547,10,0,1.1,112.98,2.7,40.6
20190802,5610274,494,12,0,1.07,116.4,6.08,15.75
20190808,5610274,1064,11,0,1.0,110.0,2.55,23.91
20190805,5610274,246,4,0,1.34,102.04,3.25,41.75
20190801,5610274,213,5,0,1.22,133.94,3.8,35.6
20190810,5610274,723,9,0,1.16,107.01,3.89,28.78
20190809,5610274,449,3,0,1.1,125.52,2.0,7.0
20190804,5610274,390,7,0,1.29,113.58,3.0,58.57
20190807,5610274,934,7,0,1.03,110.35,3.71,23.0
20190806,5610274,287,8,0,1.34,111.63,2.63,38.63
20190808,12461414,5,1,0,0.62,775.36,1.0,77.0
20190805,12461414,7,1,0,0.62,780.88,1.0,82.0
20190802,12461414,7,1,0,0.62,603.2,3.0,139.0
20190806,12461414,7,1,0,0.62,1287.82,4.0,67.0
20190809,8213,59,2,0,1.1,79.26,4.0,6.5
20190806,8213,221,6,0,0.7,84.55,6.17,20.0
20190810,8213,138,8,0,0.81,74.37,8.63,10.0
20190802,8213,175,5,0,0.9,96.24,4.4,11.2
20190807,8213,84,6,0,1.05,78.58,7.33,10.67
20190803,8213,136,13,0,0.84,95.31,4.46,56.92
20190804,8213,192,7,0,0.83,84.6,2.29,51.0
20190801,8213,178,6,0,0.88,74.02,5.5,10.33
20190805,8213,81,4,0,0.93,115.18,5.5,77.75
20190808,8213,43,3,0,0.98,89.88,3.33,38.33
20190807,2742274,7,1,0,0.42,30.46,1.0,114.0
20190806,2742274,5,1,0,0.26,22.19,3.0,52.0
20190804,2742274,2,2,0,0.3,24.03,2.0,68.0
20190803,2742274,7,1,0,0.53,21.98,1.0,22.0
20190803,3967402,233,10,0,0.87,233.18,2.4,37.1
20190805,3967402,145,7,0,0.95,207.98,2.86,44.86
20190801,3967402,216,9,0,1.11,248.69,4.22,101.67
20190808,3967402,938,15,0,0.54,258.42,2.13,75.2
20190804,3967402,174,8,0,1.13,353.12,2.88,14.63
20190809,3967402,410,11,0,0.91,190.31,2.27,5.45
20190807,3967402,1800,20,0,1.03,188.74,2.3,46.05
20190810,3967402,689,16,0,1.03,178.29,2.19,20.63
20190802,3967402,275,8,0,0.94,185.69,2.38,18.38
20190806,3967402,65,1,0,1.45,222.5,3.0,31.0
20190808,1714355,2,1,0,0.53,48.51,1.0,5.0
20190808,1890353,2,2,0,0.6,86.22,6.0,148.0
20190801,8725,780,21,0,1.16,201.38,2.62,26.14
20190809,8725,119,5,0,1.4,213.34,1.6,15.0
20190810,8725,188,9,0,1.52,179.05,2.33,27.11
20190802,8725,356,17,0,1.19,208.22,2.24,21.47
20190805,8725,164,8,1,1.39,190.71,1.5,80.75
20190803,8725,150,12,0,1.1,230.75,1.83,14.58
20190807,8725,170,9,0,1.58,210.09,1.67,39.0
20190806,8725,96,7,0,1.5,211.31,1.86,16.14
20190808,8725,179,7,1,1.6,237.36,1.86,55.43
20190804,8725,159,9,0,1.24,230.7,2.33,48.33
20190803,67265,208,8,0,1.1,147.68,1.25,79.63
20190804,67265,274,11,0,0.89,127.41,1.55,86.55
20190805,67265,325,7,0,1.1,132.14,4.0,77.71
20190810,67265,353,4,0,1.18,114.49,1.0,71.5
20190808,67265,110,5,0,1.13,97.72,1.0,59.2
20190802,67265,427,6,0,1.03,137.04,1.17,78.0
20190801,67265,469,6,0,0.82,99.81,1.17,30.83
20190809,67265,174,3,0,1.06,75.45,4.67,34.67
20190807,67265,169,4,0,1.01,111.65,1.0,96.0
20190806,67265,467,7,0,0.96,114.92,3.57,30.86
20190804,2300750,580,4,0,2.28,339.95,3.0,32.75
20190810,2300750,886,5,0,1.99,372.6,3.4,45.0
20190807,2300750,119,2,0,1.13,278.78,1.0,16.0
20190808,2300750,700,11,0,1.78,301.3,1.73,29.64
20190803,2300750,865,10,0,2.33,315.14,1.8,38.6
20190806,2300750,739,8,0,2.27,377.41,2.88,44.13
20190805,2300750,1303,7,0,2.09,341.69,2.29,24.0
20190802,2300750,2397,7,0,1.94,335.44,2.29,36.0
20190809,2300750,282,9,0,2.04,346.63,1.89,32.11
20190801,2300750,1239,4,0,1.42,309.44,2.5,18.25
20190802,8740,479,11,0,0.95,136.05,1.09,8.0
20190804,8740,395,4,0,1.69,155.28,2.5,81.75
20190807,8740,247,6,0,1.18,162.26,1.0,8.67
20190809,8740,129,3,0,1.38,254.34,3.33,37.0
20190808,8740,74,2,0,1.25,145.64,1.5,8.5
20190803,8740,227,6,0,1.58,321.33,2.5,13.17
20190801,8740,956,20,2,1.41,150.44,1.6,7.6
20190805,8740,539,7,0,1.6,152.5,1.29,18.29
20190806,8740,173,6,0,0.57,159.16,1.67,3.0
20190808,3202221,1,1,0,0.27,40.66,2.0,57.0
20190802,3202221,1,1,0,0.3,42.58,1.0,8.0
20190808,5433480,2,1,0,0.66,41.49,1.0,8.0
20190802,3826522,1,1,0,0.64,37.26,1.0,23.0
20190804,3826522,1,1,0,0.63,41.63,5.0,70.0
20190807,1258248,29,2,0,1.37,145.66,1.0,6.0
20190804,1258248,55,3,0,0.98,172.42,1.0,64.0
20190801,11276168,321,9,0,0.84,86.95,1.89,5.44
20190809,11276168,50,2,0,0.94,108.61,1.0,0.0
20190804,11276168,64,3,0,0.94,144.41,1.0,74.33
20190807,11276168,81,3,0,0.78,74.06,2.33,13.67
20190805,11276168,67,3,0,0.94,89.37,2.33,1.33
20190806,11276168,58,2,0,0.94,73.55,1.5,6.5
20190803,11276168,117,6,0,0.7,73.73,2.33,15.17
20190808,11276168,43,2,0,0.67,98.25,2.0,0.5
20190802,11276168,57,5,0,0.94,90.08,2.2,0.6
20190810,11276168,7,2,0,0.17,79.78,1.0,7.0
20190809,41114,26,2,0,1.61,48.58,5.0,138.0
20190808,41114,75,4,0,1.19,150.8,3.5,33.0
20190805,41114,35,2,0,1.74,99.69,1.5,22.5
20190801,41114,7,1,0,1.69,108.17,4.0,37.0
20190804,41114,43,5,0,1.43,66.54,3.0,85.2
20190810,41114,8,1,0,1.69,140.94,2.0,20.0
20190806,41114,25,9,0,1.74,104.58,2.22,31.78
20190802,41114,39,4,0,1.69,100.51,4.25,57.0
20190806,754971,42,1,0,1.74,625.11,1.0,25.0
20190808,754971,27,1,0,1.8,625.82,2.0,13.0
20190803,754971,55,2,0,1.28,595.52,1.5,3.5
20190802,754971,37,2,0,1.28,608.49,1.0,4.0
20190809,754971,22,1,0,1.8,625.38,2.0,1.0
20190804,754971,49,2,0,1.29,606.5,6.0,82.0
20190803,1227142,436,8,0,0.93,84.24,2.88,24.75
20190807,1227142,1491,30,2,0.92,90.35,2.17,61.93
20190806,1227142,786,17,1,0.93,107.57,2.76,115.65
20190804,1227142,442,8,0,0.9,106.71,2.63,91.25
20190801,1227142,815,15,1,0.86,96.73,4.07,64.87
20190810,1227142,562,19,1,1.02,109.62,3.37,84.11
20190809,1227142,419,16,0,0.96,145.55,3.19,85.63
20190808,1227142,904,19,0,0.92,81.07,2.42,8.63
20190802,1227142,1122,18,1,0.73,106.84,1.89,101.83
20190805,1227142,532,16,0,0.9,89.18,2.06,56.06
20190805,3203640,2,1,0,0.29,19.54,4.0,1.0
20190806,8762,992,22,1,0.88,164.92,2.73,42.77
20190804,8762,858,8,0,0.87,198.67,2.75,110.75
20190807,8762,1282,18,0,0.66,157.89,2.67,30.22
20190802,8762,728,14,0,0.91,148.8,2.07,52.71
20190809,8762,567,8,0,1.02,186.19,3.0,101.88
20190805,8762,973,13,0,1.11,149.48,2.92,17.15
20190810,8762,551,12,0,0.76,167.96,3.83,35.17
20190801,8762,1236,26,0,0.71,174.98,3.96,17.85
20190808,8762,440,11,0,1.03,158.25,2.64,78.82
20190803,8762,326,7,0,0.97,133.64,2.43,18.14
20190808,2289732,107,4,0,0.13,117.16,3.0,39.25
20190804,2289732,38,3,0,0.03,92.41,3.33,23.33
20190807,2289732,100,4,1,0.1,118.58,2.25,31.0
20190806,2289732,147,5,0,0.04,113.22,3.2,22.8
20190802,2289732,233,12,0,0.22,115.91,1.25,10.67
20190810,2289732,27,4,0,0.4,124.58,1.75,15.75
20190805,2289732,93,2,0,0.04,123.57,2.5,35.5
20190803,2289732,8,2,0,0.06,50.05,1.0,27.5
20190809,2289732,128,6,0,0.13,124.89,2.17,185.17
20190801,2289732,131,17,0,0.07,101.4,3.06,15.18
20190804,1018465,5,2,0,1.25,116.95,1.0,15.5
20190806,1018465,2,2,0,1.25,133.66,1.0,12.5
20190809,1018465,11,1,0,1.22,116.03,1.0,15.0
20190810,3516676,35,3,1,1.25,190.24,4.0,1.0
20190808,3516676,123,2,0,1.41,127.35,1.0,26.5
20190801,3516676,139,2,0,0.86,107.74,1.0,1.0
20190809,3516676,94,4,0,1.53,104.99,2.25,13.75
20190807,3516676,84,5,0,0.85,90.03,1.8,95.6
20190804,3516676,62,1,0,0.66,84.17,4.0,101.0
20190806,3516676,113,4,0,1.16,114.82,2.5,15.5
20190803,3516676,77,2,0,1.14,92.51,2.5,20.0
20190805,3516676,53,3,0,1.61,110.31,2.33,14.0
20190802,3516676,94,3,0,1.16,99.13,7.33,20.67
20190808,3585080,1655,16,0,1.6,163.79,1.44,22.44
20190809,3585080,2347,31,1,1.52,158.42,1.61,27.32
20190805,3585080,1143,22,1,1.58,158.3,2.09,49.95
20190801,3585080,927,19,1,1.4,162.99,1.26,47.95
20190803,3585080,2145,43,0,1.61,186.11,1.67,24.74
20190804,3585080,1654,25,0,1.54,148.18,2.2,50.56
20190802,3585080,2108,15,0,1.29,161.85,2.6,80.47
20190810,3585080,2249,24,0,1.61,150.35,1.5,39.08
20190806,3585080,1667,27,0,1.65,161.96,2.48,55.59
20190807,3585080,1036,22,0,1.73,168.9,1.68,33.14
20190810,7031224,0,1,0,0.22,388.94,2.0,283.0
20190808,1646475,14,1,0,1.03,78.37,1.0,17.0
20190801,2098806,704,4,0,1.7,266.94,5.5,136.5
20190810,2098806,532,7,0,1.64,165.97,3.57,135.43
20190807,2098806,424,3,0,1.33,283.7,2.0,8.67
20190804,2098806,455,9,0,1.31,204.89,1.67,67.0
20190806,2098806,1176,7,0,1.78,239.72,2.29,59.86
20190802,2098806,943,7,0,1.69,204.51,6.0,86.57
20190803,2098806,349,1,0,2.27,294.12,1.0,4.0
20190809,2098806,1462,8,0,1.94,173.84,2.25,23.0
20190808,2098806,1309,5,0,1.17,255.23,1.4,19.4
20190805,2098806,916,5,0,2.13,237.57,3.0,97.8
20190805,1018411,23,2,0,0.72,282.77,12.0,5.0
20190801,1018411,19,3,0,0.73,199.39,1.33,26.33
20190806,1018411,31,1,0,0.72,236.35,1.0,11.0
20190803,1018411,5,1,0,0.73,281.59,21.0,2.0
20190801,417291,307,11,0,1.51,309.33,2.64,86.73
20190806,417291,705,20,0,1.37,348.47,3.1,80.65
20190804,417291,300,9,0,1.55,383.01,5.0,79.56
20190809,417291,355,23,0,1.7,351.52,3.22,93.39
20190805,417291,395,5,0,0.98,312.4,2.0,30.0
20190808,417291,925,14,0,1.18,321.16,3.07,42.79
20190807,417291,1549,24,0,1.22,348.49,2.88,99.38
20190810,417291,477,16,0,1.58,403.22,2.81,64.75
20190802,417291,258,13,0,1.46,404.09,2.62,66.23
20190803,417291,191,9,0,1.43,342.54,3.44,68.0
20190805,1542965,1722,26,0,1.28,221.1,1.65,34.12
20190810,1542965,444,3,0,1.11,172.27,1.33,9.33
20190801,1542965,1475,24,0,1.18,211.06,1.63,35.08
20190809,1542965,541,15,0,1.38,195.15,1.53,20.4
20190807,1542965,2886,19,1,1.16,221.36,2.58,32.74
20190804,1542965,1691,17,1,1.21,236.79,3.41,49.29
20190802,1542965,1404,23,0,1.24,182.77,2.09,16.7
20190806,1542965,1588,26,0,1.3,189.31,2.12,19.46
20190803,1542965,1175,18,0,1.28,190.05,1.33,26.39
20190808,1542965,903,13,0,1.3,181.14,2.15,13.38
20190806,8751,1296,26,0,1.77,213.98,2.31,26.73
20190801,8751,696,10,0,1.56,224.01,4.2,37.8
20190802,8751,602,6,0,1.53,185.73,2.5,30.17
20190805,8751,840,15,1,1.59,208.21,2.33,33.07
20190809,8751,558,18,0,2.06,210.32,2.78,97.89
20190808,8751,919,24,0,1.93,168.82,1.67,39.33
20190804,8751,451,10,1,1.56,208.61,2.7,60.0
20190803,8751,317,8,0,1.7,199.35,2.63,32.0
20190810,8751,1518,21,0,1.93,212.16,3.24,75.95
20190807,8751,1815,10,0,1.45,187.43,2.5,24.4
20190806,94881,1032,16,1,1.16,171.34,2.31,39.69
20190802,94881,266,6,0,1.57,144.86,1.17,21.33
20190808,94881,701,5,0,1.45,200.93,3.0,21.0
20190803,94881,475,11,1,1.07,146.22,1.73,19.82
20190805,94881,226,5,0,1.6,150.52,2.6,23.0
20190804,94881,289,4,0,0.94,145.27,3.5,176.75
20190807,94881,651,14,1,0.97,143.39,1.93,89.43
20190809,94881,987,12,0,1.04,167.29,1.75,30.08
20190801,94881,181,5,0,1.47,193.09,1.6,11.0
20190810,94881,960,8,0,1.11,169.19,1.75,33.88
20190803,1269570,1,1,0,0.4,27.35,1.0,274.0
20190809,1018815,14,1,0,1.11,84.73,1.0,111.0
20190804,1018815,25,1,0,0.49,92.83,3.0,12.0
20190810,1018815,33,3,0,0.91,84.2,1.0,19.67
20190806,1018815,18,1,0,1.08,80.36,4.0,138.0
20190801,1018815,41,1,1,0.47,96.97,2.0,2.0
20190802,1018815,22,2,0,1.01,89.02,4.0,9.5
20190808,3152312,511,6,0,1.89,223.05,2.67,77.0
20190805,3152312,460,6,0,2.09,215.38,2.0,112.33
20190803,3152312,1334,13,0,2.21,296.55,3.23,49.69
20190806,3152312,594,3,0,2.09,231.78,1.33,43.0
20190809,3152312,271,5,0,2.08,315.08,3.2,47.6
20190804,3152312,1071,6,0,2.03,255.26,4.5,72.83
20190807,3152312,440,5,0,1.94,293.08,3.4,57.4
20190802,3152312,1683,12,0,2.14,258.45,2.08,60.58
20190810,3152312,370,4,0,1.77,297.24,2.0,43.0
20190801,3152312,792,14,0,2.18,250.91,2.57,65.14
20190807,8216,179,4,0,0.76,71.22,20.5,52.75
20190805,8216,146,4,0,0.87,76.48,12.75,36.0
20190804,8216,50,3,0,1.04,77.96,4.33,34.33
20190810,8216,91,3,0,1.02,95.43,1.33,140.33
20190806,8216,71,4,0,1.04,95.68,8.0,89.25
20190808,8216,147,4,0,0.85,85.99,8.0,11.5
20190810,3183538,53,1,0,1.8,168.79,1.0,6.0
20190806,3183538,201,6,0,1.4,226.52,2.0,35.83
20190802,3183538,332,12,0,1.29,216.85,1.75,47.42
20190801,3183538,443,6,0,1.34,227.48,2.67,15.0
20190805,3183538,326,8,0,1.04,210.76,1.88,19.25
20190808,3183538,105,5,0,1.57,199.82,1.2,4.8
20190807,3183538,133,8,0,1.65,213.03,1.13,35.13
20190803,3183538,204,5,0,1.33,212.99,1.8,14.2
20190804,3183538,158,6,0,1.34,209.22,2.0,17.0
20190809,3183538,139,6,0,0.85,255.68,1.33,14.0
20190804,69598,86,1,0,1.28,116.34,7.0,7.0
20190806,69598,114,2,0,1.28,99.3,1.0,19.0
20190807,69598,71,2,0,1.28,127.08,2.5,57.5
20190801,69598,312,3,0,1.25,122.88,2.33,101.67
20190810,69598,327,4,0,1.06,136.4,2.0,115.5
20190805,69598,96,8,0,1.28,115.76,1.63,57.63
20190809,69598,7,2,1,0.42,214.34,4.0,139.0
20190802,69598,177,2,0,0.64,113.28,4.0,32.5
20190806,3365737,309,5,0,1.01,240.65,3.8,104.2
20190804,3365737,225,11,0,1.75,215.63,1.82,26.82
20190808,3365737,169,8,0,1.59,182.1,2.0,145.63
20190801,3365737,214,12,0,1.46,194.33,2.92,33.67
20190805,3365737,222,10,0,1.65,196.37,1.6,64.2
20190803,3365737,201,6,0,1.69,176.51,3.17,27.67
20190809,3365737,320,14,0,1.42,203.13,1.86,27.0
20190802,3365737,93,6,0,1.66,199.99,5.67,40.67
20190810,3365737,182,5,0,1.7,203.85,2.2,26.4
20190807,3365737,211,6,0,1.57,236.56,4.5,63.67
20190801,3809056,46,3,0,0.64,63.36,1.0,0.0
20190804,3809056,13,3,0,0.76,98.94,3.0,4.33
20190808,3809056,16,3,0,0.74,89.24,1.33,17.33
20190809,3809056,17,5,0,0.8,73.16,1.4,2.4
20190803,3809056,25,1,0,0.65,80.9,1.0,1.0
20190806,3809056,28,1,0,0.76,89.28,1.0,4.0
20190802,3809056,13,2,0,0.65,89.98,3.0,2.5
20190807,3809056,18,2,0,0.67,96.71,2.5,6.0
20190802,8208,46,2,0,0.65,102.13,4.0,13.0
20190801,8208,70,5,0,0.89,103.23,2.2,23.2
20190806,8208,50,5,1,0.92,149.36,1.4,84.8
20190804,8208,103,8,0,0.56,138.44,2.25,46.5
20190808,8208,26,2,0,0.7,95.58,3.0,31.0
20190809,8208,20,1,1,0.94,97.14,3.0,7.0
20190805,8208,33,1,0,1.09,95.65,1.0,29.0
20190803,8208,45,3,0,0.75,94.28,3.33,18.0
20190807,8208,69,12,1,0.7,105.43,1.42,13.42
20190810,8208,61,4,0,0.92,91.82,2.25,2.25
20190805,104524,3,1,1,0.47,34.86,1.0,6.0
20190810,104524,3,2,0,0.58,125.34,4.0,141.0
20190803,2417048,15,1,0,0.18,195.72,4.0,3.0
20190809,2540150,48,2,0,0.49,109.86,2.0,1.0
20190808,2670902,2,1,0,0.58,164.62,8.0,163.0
20190810,6452448,1,1,0,0.74,53.73,6.0,49.0
20190803,6452448,7,1,0,0.77,77.26,7.0,57.0
20190804,6452448,18,2,0,0.58,50.82,3.0,11.0
20190803,367066,25,3,0,0.41,114.61,1.0,59.0
20190802,367066,12,1,0,0.41,174.74,2.0,98.0
20190807,367066,16,2,0,0.41,46.85,1.0,43.0
20190801,367066,16,1,0,0.41,47.58,1.0,52.0
20190808,367066,11,1,0,0.41,46.85,1.0,49.0
20190806,7969,200,11,0,1.48,138.49,1.27,27.73
20190805,7969,1070,10,0,1.06,130.29,1.6,37.9
20190803,7969,53,6,0,1.48,156.2,1.17,4.67
20190809,7969,69,1,0,1.6,168.43,1.0,0.0
20190801,7969,63,3,0,1.58,121.82,2.67,38.33
20190804,7969,407,6,0,1.22,130.22,3.17,22.5
20190802,7969,104,6,0,1.1,135.14,1.67,18.0
20190808,7969,57,1,0,1.42,103.59,7.0,298.0
20190807,7969,402,13,0,1.29,103.56,1.23,25.38
20190809,67445,16859,215,0,1.47,169.65,2.94,44.93
20190804,67445,14132,185,1,1.48,171.73,3.58,57.17
20190807,67445,35408,524,0,1.42,153.44,3.06,36.05
20190802,67445,14093,180,0,1.37,169.24,3.17,62.64
20190803,67445,12383,162,4,1.33,166.03,3.02,48.13
20190806,67445,25648,335,2,1.5,160.73,2.78,37.04
20190808,67445,24092,354,0,1.48,152.76,2.84,34.43
20190805,67445,22318,272,2,1.47,171.32,3.03,46.17
20190810,67445,21802,196,0,1.52,172.32,3.03,57.21
20190801,67445,13755,205,1,1.37,162.13,3.0,72.49
20190802,1721129,308,5,0,1.59,226.03,2.0,43.2
20190806,1721129,199,4,0,0.88,268.98,2.5,74.75
20190804,1721129,45,2,0,0.41,231.44,2.0,72.5
20190803,1721129,450,13,0,1.32,241.79,2.15,28.38
20190807,1721129,133,6,0,1.55,280.51,2.17,50.33
20190810,1721129,83,5,0,1.74,325.92,3.8,118.4
20190808,1721129,84,4,0,1.63,272.57,3.0,19.0
20190805,1721129,131,4,0,1.56,310.17,2.75,114.75
20190809,1721129,195,7,0,1.1,163.48,1.14,4.57
20190801,1721129,310,5,0,1.63,189.34,1.6,65.0
20190806,3150528,1304,48,0,1.08,154.21,2.33,25.46
20190802,3150528,1095,44,0,1.19,149.8,2.68,38.75
20190805,3150528,721,42,0,1.18,146.59,2.31,44.43
20190808,3150528,1632,42,0,1.06,166.5,2.4,32.19
20190809,3150528,451,15,0,1.17,196.58,2.4,34.53
20190803,3150528,568,17,0,1.2,181.57,2.65,56.65
20190807,3150528,1518,66,0,1.04,166.51,2.68,32.48
20190804,3150528,654,26,0,1.15,158.89,3.27,58.27
20190801,3150528,837,23,0,1.07,161.06,2.65,53.52
20190810,3150528,619,14,0,0.95,234.22,2.21,26.21
20190803,3500924,20,1,0,0.87,476.42,3.0,82.0
20190810,3500924,13,1,0,0.9,352.38,4.0,41.0
20190807,3500924,23,1,0,0.84,334.84,3.0,44.0
20190801,3500924,15,1,0,0.94,329.32,9.0,43.0
20190809,3500924,10,2,0,0.85,428.37,3.0,68.0
20190808,67202,4223,32,0,1.05,122.49,2.63,35.75
20190809,67202,4000,46,1,1.06,138.61,2.67,42.59
20190803,67202,1733,21,0,1.29,137.54,1.62,58.81
20190807,67202,1952,29,0,1.18,127.24,2.24,35.59
20190805,67202,1702,31,0,1.31,137.31,1.81,54.29
20190801,67202,1495,27,0,1.26,131.61,2.04,45.41
20190806,67202,1421,44,0,1.25,122.03,2.3,34.61
20190810,67202,2669,19,1,1.19,126.59,1.79,49.63
20190802,67202,2554,36,1,1.08,138.96,2.42,51.28
20190804,67202,1511,37,1,1.16,147.57,2.43,39.38
20190802,4031546,4,2,0,0.39,51.03,1.0,17.0
20190809,4031546,3,1,0,0.39,57.45,2.0,49.0
20190803,8640,74,3,0,0.86,168.18,3.33,80.67
20190804,8640,44,9,0,0.37,181.19,1.44,50.67
20190805,8640,155,4,0,0.85,181.33,1.75,51.75
20190802,8640,109,10,0,0.71,206.38,3.7,58.4
20190801,8640,215,10,0,1.13,193.07,2.0,41.7
20190806,8640,269,8,0,0.59,221.01,2.63,35.88
20190808,8640,64,5,1,0.93,180.57,2.2,105.8
20190807,8640,87,4,0,0.49,178.16,3.25,127.25
20190809,8640,69,5,0,0.91,203.92,1.8,18.2
20190810,150138,19,1,0,1.51,90.31,1.0,16.0
20190801,150138,54,3,0,1.28,112.25,5.67,97.33
20190804,150138,96,5,0,1.47,137.41,7.2,77.4
20190802,150138,37,1,0,1.51,138.94,3.0,47.0
20190807,105002,12,1,0,0.86,79.55,5.0,48.0
20190806,105002,16,1,0,0.85,117.81,3.0,57.0
20190809,6290630,4,2,0,0.43,267.83,2.0,17.0
20190805,1334416,28,1,0,0.25,654.33,2.0,18.0
20190809,1334416,15,1,0,0.29,813.75,4.0,3.0
20190810,1334416,36,1,0,0.29,806.95,1.0,8.0
20190807,1334416,74,2,0,0.27,1496.08,2.0,36.5
20190805,5061572,106,1,0,1.05,85.55,2.0,15.0
20190809,5061572,104,7,0,0.97,93.1,2.0,67.71
20190808,5061572,183,4,0,0.85,94.32,1.5,18.0
20190807,5061572,155,6,0,1.02,95.57,1.0,11.67
20190803,5061572,205,5,0,0.92,99.58,1.2,18.2
20190802,5061572,313,6,0,0.97,91.23,3.0,39.67
20190804,5061572,193,4,0,0.97,96.95,2.0,29.25
20190801,5061572,237,2,0,0.91,123.47,4.5,5.5
20190806,5061572,198,8,0,1.02,89.83,2.38,48.38
20190810,5061572,85,3,0,0.75,108.75,1.33,8.0
20190807,1156283,0,1,0,0.35,34.12,12.0,129.0
20190802,105522,9,4,0,1.05,103.51,2.0,55.0
20190804,105522,11,1,0,1.04,115.19,1.0,21.0
20190810,105522,1,1,0,0.74,105.39,2.0,13.0
20190806,105522,5,1,0,1.03,91.52,1.0,17.0
20190809,105522,2,1,0,0.99,91.24,2.0,1.0
20190807,7956,2243,35,0,1.04,123.7,2.66,61.2
20190810,7956,3193,48,0,1.2,132.69,1.92,25.71
20190809,7956,2818,39,0,1.22,135.01,3.0,43.13
20190806,7956,1173,40,1,1.15,129.8,2.4,31.23
20190801,7956,508,10,2,1.13,155.18,1.7,11.7
20190803,7956,738,12,1,0.95,131.92,1.58,12.42
20190804,7956,449,17,0,1.1,157.37,1.82,14.18
20190808,7956,1545,48,1,1.02,140.55,2.17,11.85
20190802,7956,757,12,0,0.98,140.55,2.0,11.08
20190805,7956,328,10,0,1.18,143.87,2.2,10.4
20190805,4454760,6,2,0,0.99,98.79,7.0,156.0
20190806,4454760,17,5,0,0.98,115.42,5.8,156.6
20190810,4454760,3,1,0,0.55,179.6,8.0,137.0
20190801,4454760,9,1,0,0.22,193.13,3.0,64.0
20190807,4454760,33,3,0,0.29,4850.57,7.0,256.67
20190802,4454760,1,1,0,0.46,99.25,13.0,195.0
20190804,4454760,29,1,0,0.99,186.59,2.0,54.0
20190808,4454760,24,1,0,1.03,95.91,5.0,171.0
20190809,1891179,27,1,0,0.7,91.12,1.0,-1.0
20190810,1891179,25,2,0,0.72,97.2,1.0,16.5
20190807,1891179,27,1,0,0.7,79.59,5.0,38.0
20190802,1891179,37,1,0,0.69,171.71,7.0,8.0
20190806,1891179,13,1,0,0.7,81.0,4.0,39.0
20190801,1891179,50,2,0,0.72,130.39,1.0,1.0
20190808,1891179,22,1,0,0.62,83.15,3.0,44.0
20190809,64425,500,8,0,0.57,74.22,5.13,17.5
20190804,64425,638,9,0,1.18,69.42,2.89,26.67
20190806,64425,1141,12,0,1.13,73.64,4.58,37.25
20190810,64425,396,5,0,1.07,87.38,2.2,6.4
20190807,64425,853,16,0,0.92,75.36,4.13,28.69
20190802,64425,1770,15,0,1.02,85.98,5.0,43.53
20190808,64425,310,8,1,0.84,87.82,3.13,50.63
20190803,64425,1082,16,0,0.88,85.57,2.88,24.56
20190801,64425,559,10,0,1.17,76.57,3.3,24.7
20190805,64425,817,22,2,1.02,84.42,2.14,61.86
20190809,104848,34,1,0,1.22,64.5,3.0,18.0
20190808,104848,57,3,0,1.19,44.19,1.0,18.33
20190801,478121,13,1,0,1.31,156.23,29.0,244.0
20190804,478121,30,1,0,1.28,159.05,3.0,59.0
20190805,478121,20,2,0,1.31,154.48,5.5,121.0
20190806,8765,67,5,2,1.26,210.51,2.4,38.6
